# yyyy mm dd hh mm ss         days  meanSunEl  meanSunAz    NoiseHc    NoiseVc    NoiseHx    NoiseVx    Corr00H    Corr00V   maxPower  quadPower   AzOffset   ElOffset  RatioVcHc  RatioVxHx  RatioVcHx  RatioVxHc  XpolPwrHx  XpolPwrVx  XpolRatio   meanS1S2    zdrCorr xpolRatioDbFromSpdb siteTempFromSpdb XmitPowerH XmitPowerV XmitHVDiff
2015 06 01 21 48 04 16587.908380    45.9948   262.3912   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0031  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7255    -0.7255    26.6000    89.0854    89.2458    -0.1603
2015 06 01 21 48 25 16587.908623    45.9270   262.4551   -76.5770   -76.2979   -76.6269   -76.2185     0.0031     0.0031  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7255    -0.7255    26.6000    89.0803    89.2311    -0.1508
2015 06 03 20 48 30 16589.867014    57.4911   249.7808   -76.5770   -76.2979   -76.6269   -76.2185     0.0000     0.0000  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7263    -0.7263    26.2000    89.0914    89.2536    -0.1622
2015 06 03 20 50 22 16589.868310    57.1484   250.2661   -76.5770   -76.2979   -76.6269   -76.2185     0.0000     0.0000  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7263    -0.7263    26.2000    86.8983    87.0528    -0.1545
2015 06 03 20 55 33 16589.871910    56.1914   251.5778   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0021   -61.4771   -61.4952    -0.0384     0.0078     0.4903     0.5818     0.4419     0.6301 -9999.0000 -9999.0000 -9999.0000     1.0721     0.3457    -0.7263    26.2000    89.0788    89.2360    -0.1572
2015 06 03 20 59 39 16589.874757    55.4293   252.5799   -76.5770   -76.2979   -76.6269   -76.2185     0.0035     0.0021  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7257    -0.7257    26.8000    89.0803    89.2403    -0.1600
2015 06 03 21 03 46 16589.877616    54.6599   253.5569   -76.5770   -76.2979   -76.6269   -76.2185     0.0026     0.0026   -61.5568   -61.5210    -0.0298     0.0123     0.4811     0.5796     0.4414     0.6193 -9999.0000 -9999.0000 -9999.0000     1.0607     0.3349    -0.7257    26.8000    89.0921    89.2534    -0.1613
2015 06 03 21 07 26 16589.880162    53.9714   254.4039   -76.5770   -76.2979   -76.6269   -76.2185     0.0026     0.0026  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7279    -0.7279    26.8000    89.0903    89.2503    -0.1600
2015 06 08 13 08 39 16594.547674    19.9657    76.1653   -76.5770   -76.2979   -76.6269   -76.2185     0.0061     0.0066   -59.4338   -59.4501    -0.0380     0.0020     0.4463     0.5336     0.3895     0.5904    -0.3842     0.3529    -0.7371     0.9798     0.2449    -0.7349    20.0000    86.5631    86.3229     0.2402
2015 06 08 13 12 42 16594.550486    20.7337    76.7274   -76.5770   -76.2979   -76.6269   -76.2185     0.0061     0.0066  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3578     0.3306    -0.6884     0.0000    -0.7225    -0.7225    20.6000    86.5503    86.3096     0.2407
2015 06 08 13 16 44 16594.553287    21.5004    77.2872   -76.5770   -76.2979   -76.6269   -76.2185     0.0053     0.0067   -59.3940   -59.4112    -0.0330    -0.0000     0.4459     0.5358     0.3920     0.5896    -0.3740     0.3443    -0.7183     0.9816     0.2592    -0.7225    20.6000    86.5609    86.3258     0.2351
2015 06 08 13 21 03 16594.556285    22.3230    77.8866   -76.5770   -76.2979   -76.6269   -76.2185     0.0053     0.0067  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3683     0.3395    -0.7077     0.0000    -0.7301    -0.7301    21.1000    86.5709    86.3403     0.2306
2015 06 08 13 21 42 16594.556736    22.4471    77.9769   -76.5770   -76.2979   -76.6269   -76.2185     0.0053     0.0067  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7273    -0.7273    21.1000    86.5703    86.3403     0.2300
2015 06 08 13 25 08 16594.559120    23.1030    78.4542   -76.5770   -76.2979   -76.6269   -76.2185     0.0075     0.0058   -59.4239   -59.4576    -0.0425    -0.0003     0.4411     0.5335     0.3943     0.5803    -0.3702     0.3411    -0.7113     0.9747     0.2474    -0.7273    21.1000    86.5604    86.3271     0.2332
2015 06 08 13 32 21 16594.564132    24.4854    79.4592   -76.5770   -76.2979   -76.6269   -76.2185     0.0050     0.0065   -59.4690   -59.4525    -0.0400     0.0028     0.4505     0.5321     0.4027     0.5799    -0.3690     0.3400    -0.7090     0.9826     0.2554    -0.7273    21.7000    86.5631    86.3306     0.2325
2015 06 08 13 39 50 16594.569329    25.9240    80.5050   -76.5770   -76.2979   -76.6269   -76.2185     0.0064     0.0066   -59.4653   -59.4636    -0.0433     0.0045     0.4399     0.5402     0.3976     0.5826    -0.3769     0.3468    -0.7237     0.9802     0.2529    -0.7273    22.4000    86.5536    86.3204     0.2331
2015 06 08 13 47 18 16594.574514    27.3639    81.5539   -76.5770   -76.2979   -76.6269   -76.2185     0.0069     0.0076   -59.4802   -59.4821    -0.0484    -0.0022     0.4513     0.5386     0.3960     0.5940    -0.3801     0.3495    -0.7295     0.9900     0.2532    -0.7368    22.4000    86.5570    86.3271     0.2299
2015 06 08 13 54 45 16594.579688    28.8048    82.6072   -76.5770   -76.2979   -76.6269   -76.2185     0.0058     0.0072   -59.4922   -59.4752    -0.0426     0.0008     0.4534     0.5210     0.3912     0.5831    -0.3717     0.3424    -0.7141     0.9743     0.2376    -0.7368    22.9000    86.5548    86.3228     0.2320
2015 06 08 13 58 36 16594.582361    29.5508    83.1547   -76.5770   -76.2979   -76.6269   -76.2185     0.0058     0.0072   -86.6834  -115.6493     4.3042    58.6094 -9999.0000 -9999.0000 -9999.0000 -9999.0000    -0.3794     0.3489    -0.7282 -9999.0000 -9999.7282    -0.7368    23.5000    86.5433    86.3073     0.2359
2015 06 08 13 59 16 16594.582824    29.6801    83.2498   -76.5770   -76.2979   -76.6269   -76.2185     0.0058     0.0072  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7368    -0.7368    23.5000    83.9394    83.7094     0.2300
2015 06 08 14 03 29 16594.585752    30.4984    83.8529   -76.5770   -76.2979   -76.6269   -76.2185     0.0049     0.0065   -59.4303   -59.5010    -0.0462    -0.0030     0.4412     0.5237     0.3880     0.5769    -0.3870     0.3554    -0.7424     0.9650     0.2282    -0.7368    23.5000    86.5602    86.3317     0.2285
2015 06 08 14 10 53 16594.590891    31.9367    84.9197   -76.5770   -76.2979   -76.6269   -76.2185     0.0072     0.0056   -59.4542   -59.4651    -0.0459    -0.0049     0.4473     0.5283     0.3903     0.5853    -0.3829     0.3518    -0.7347     0.9756     0.2388    -0.7368    24.2000    86.5551    86.3266     0.2285
2015 06 08 14 18 20 16594.596065    33.3873    86.0061   -76.5770   -76.2979   -76.6269   -76.2185     0.0062     0.0069   -59.4516   -59.4731    -0.0483    -0.0055     0.4335     0.5298     0.3878     0.5755 -9999.0000 -9999.0000 -9999.0000     0.9633     0.2308    -0.7325    24.2000    86.5510    86.3204     0.2306
2015 06 08 14 22 28 16594.598935    34.1930    86.6150   -76.5770   -76.2979   -76.6269   -76.2185     0.0062     0.0069  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7325    -0.7325    24.5000    86.5703    86.3503     0.2200
2015 06 08 14 26 32 16594.601759    34.9863    87.2189   -76.5770   -76.2979   -76.6269   -76.2185     0.0065     0.0058   -59.4553   -59.5142    -0.0450    -0.0074     0.4530     0.5290     0.4024     0.5796 -9999.0000 -9999.0000 -9999.0000     0.9820     0.2495    -0.7325    24.5000    86.5487    86.3302     0.2185
2015 06 08 14 33 56 16594.606898    36.4308    88.3310   -76.5770   -76.2979   -76.6269   -76.2185     0.0061     0.0078   -59.4439   -59.4991    -0.0442    -0.0058     0.4508     0.5348     0.3974     0.5881 -9999.0000 -9999.0000 -9999.0000     0.9856     0.2531    -0.7325    25.3000    86.5516    86.3292     0.2224
2015 06 08 14 41 23 16594.612072    37.8860    89.4700   -76.5770   -76.2979   -76.6269   -76.2185     0.0071     0.0070   -59.4738   -59.5259    -0.0464    -0.0131     0.4489     0.5211     0.3886     0.5814    -0.3854     0.3539    -0.7393     0.9700     0.2343    -0.7357    25.6000    86.5502    86.3314     0.2188
2015 06 08 14 45 32 16594.614954    38.6968    90.1139   -76.5770   -76.2979   -76.6269   -76.2185     0.0071     0.0070  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7357    -0.7357    26.1000    86.5403    86.3296     0.2107
2015 06 08 14 49 37 16594.617789    39.4945    90.7547   -76.5770   -76.2979   -76.6269   -76.2185     0.0056     0.0053   -59.4128   -59.4327    -0.0469    -0.0124     0.4596     0.5278     0.3957     0.5916 -9999.0000 -9999.0000 -9999.0000     0.9873     0.2517    -0.7357    26.1000    86.5506    86.3315     0.2191
2015 06 08 14 57 00 16594.622917    40.9367    91.9331   -76.5770   -76.2979   -76.6269   -76.2185     0.0064     0.0058   -59.3438   -59.4004    -0.0518    -0.0123     0.4471     0.5326     0.3956     0.5841 -9999.0000 -9999.0000 -9999.0000     0.9797     0.2440    -0.7357    26.1000    86.5488    86.3311     0.2177
2015 06 08 15 04 28 16594.628102    42.3941    93.1535   -76.5770   -76.2979   -76.6269   -76.2185     0.0056     0.0073   -59.3989   -59.4295    -0.0484    -0.0168     0.4400     0.5371     0.3975     0.5795    -0.3480     0.3222    -0.6702     0.9770     0.2501    -0.7269    26.8000    86.5539    86.3339     0.2200
2015 06 08 15 08 37 16594.630984    43.2035    93.8456   -76.5770   -76.2979   -76.6269   -76.2185     0.0056     0.0073  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7269    -0.7269    27.0000    86.5512    86.3394     0.2118
2015 06 08 15 12 20 16594.633565    43.9279    94.4744   -76.5770   -76.2979   -76.6269   -76.2185     0.0065     0.0071   -59.4231   -59.4821    -0.0457    -0.0161     0.4488     0.5357     0.3931     0.5914    -0.3239     0.3014    -0.6254     0.9845     0.2576    -0.7269    27.0000    86.5441    86.3298     0.2143
2015 06 08 18 14 06 16594.759792    73.5563   160.9142   -76.5770   -76.2979   -76.6269   -76.2185     0.0065     0.0071  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7244    -0.7244    26.9000    83.5200    83.3100     0.2100
2015 06 08 21 12 36 16594.883750    53.4635   256.0797   -76.5770   -76.2979   -76.6269   -76.2185     0.0065     0.0071  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7296    -0.7296    31.8000    86.5303    86.3203     0.2100
2015 06 08 21 16 16 16594.886296    52.7670   256.8745   -76.5770   -76.2979   -76.6269   -76.2185     0.0065     0.0059   -59.6739   -59.7225    -0.0127    -0.0265     0.3518     0.4354     0.3133     0.4739    -0.3896     0.3575    -0.7471     0.7872     0.0576    -0.7296    31.8000    87.6269    87.4204     0.2065
2015 06 08 21 23 40 16594.891435    51.3548   258.4247   -76.5770   -76.2979   -76.6269   -76.2185     0.0060     0.0066   -59.6603   -59.6700    -0.0144    -0.0225     0.3490     0.4324     0.3063     0.4752 -9999.0000 -9999.0000 -9999.0000     0.7815     0.0519    -0.7296    31.6000    87.6220    87.4176     0.2044
2015 06 08 21 29 32 16594.895509    50.2297   259.6069   -76.5770   -76.2979   -76.6269   -76.2185     0.0057     0.0057   -59.6854   -59.7808    -0.0068    -0.0195     0.2981     0.3715     0.2555     0.4141 -9999.0000 -9999.0000 -9999.0000     0.6696    -0.0600    -0.7296    31.7000    87.6202    87.4129     0.2073
2015 06 08 21 31 46 16594.897060    49.8002   260.0470   -76.5770   -76.2979   -76.6269   -76.2185     0.0057     0.0057   -71.9672  -200.0000    -0.9500     0.3500     0.0001     0.0002    -0.0003     0.0006 -9999.0000 -9999.0000 -9999.0000     0.0004    -0.7292    -0.7296    31.7000    84.8343    84.6250     0.2093
2015 06 09 12 34 47 16595.524155    13.6456    71.3423   -76.5770   -76.2979   -76.6269   -76.2185     0.0082     0.0076   -59.7015   -59.6952    -0.0196     0.0161     0.3512     0.4429     0.3034     0.4907    -0.3577     0.3305    -0.6882     0.7941     0.0911    -0.7030    19.6000    87.6458    87.4574     0.1885
2015 06 09 12 42 25 16595.529456    15.0578    72.4130   -76.5770   -76.2979   -76.6269   -76.2185     0.0089     0.0081   -59.6459   -59.6892    -0.0182     0.0131     0.3627     0.4440     0.3190     0.4877    -0.3546     0.3278    -0.6824     0.8067     0.1037    -0.7030    20.4000    87.6399    87.4477     0.1921
2015 06 09 12 49 52 16595.534630    16.4451    73.4532   -76.5770   -76.2979   -76.6269   -76.2185     0.0089     0.0085   -59.6749   -59.6916    -0.0168     0.0159     0.3399     0.4410     0.2953     0.4856    -0.3491     0.3231    -0.6721     0.7809     0.0777    -0.7032    21.2000    87.6426    87.4547     0.1879
2015 06 09 12 53 58 16595.537477    17.2121    74.0241   -76.5770   -76.2979   -76.6269   -76.2185     0.0089     0.0085  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3490     0.3231    -0.6721     0.0000    -0.7032    -0.7032    21.2000    87.6503    87.4603     0.1900
2015 06 09 12 58 00 16595.540278    17.9690    74.5848   -76.5770   -76.2979   -76.6269   -76.2185     0.0086     0.0100   -59.6894   -59.6594    -0.0197     0.0144     0.3511     0.4393     0.3050     0.4854    -0.3516     0.3252    -0.6768     0.7905     0.0873    -0.7032    21.2000    87.6385    87.4487     0.1898
2015 06 09 13 05 24 16595.545417    19.3633    75.6120   -76.5770   -76.2979   -76.6269   -76.2185     0.0087     0.0090   -59.6716   -59.6800    -0.0208     0.0128     0.3417     0.4418     0.3137     0.4698    -0.3565     0.3295    -0.6860     0.7835     0.0803    -0.7032    22.1000    87.6400    87.4514     0.1886
2015 06 09 13 12 51 16595.550590    20.7741    76.6451   -76.5770   -76.2979   -76.6269   -76.2185     0.0079     0.0099   -59.6625   -59.6970    -0.0242     0.0130     0.3415     0.4431     0.3089     0.4757    -0.3595     0.3320    -0.6916     0.7846     0.0927    -0.6919    22.8000    87.6369    87.4494     0.1875
2015 06 09 13 16 58 16595.553449    21.5564    77.2159   -76.5770   -76.2979   -76.6269   -76.2185     0.0079     0.0099  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3581     0.3308    -0.6888     0.0000    -0.6919    -0.6919    23.5000    87.6210    87.4317     0.1893
2015 06 09 13 21 00 16595.556250    22.3248    77.7754   -76.5770   -76.2979   -76.6269   -76.2185     0.0089     0.0092   -59.6201   -59.6534    -0.0201     0.0082     0.3422     0.4441     0.3058     0.4805    -0.3575     0.3303    -0.6878     0.7863     0.0944    -0.6919    23.5000    87.6362    87.4471     0.1891
2015 06 09 13 28 24 16595.561389    23.7388    78.8033   -76.5770   -76.2979   -76.6269   -76.2185     0.0080     0.0099   -59.6817   -59.6791    -0.0260     0.0113     0.3497     0.4365     0.3073     0.4788    -0.3578     0.3306    -0.6884     0.7862     0.0943    -0.6919    23.5000    87.6340    87.4471     0.1869
2015 06 09 13 35 51 16595.566563    25.1678    79.8411   -76.5770   -76.2979   -76.6269   -76.2185     0.0095     0.0095   -59.6865   -59.6900    -0.0280     0.0137     0.3545     0.4388     0.3156     0.4777    -0.3580     0.3307    -0.6887     0.7932     0.0993    -0.6939    24.0000    87.6308    87.4407     0.1901
2015 06 09 13 39 58 16595.569421    25.9596    80.4163   -76.5770   -76.2979   -76.6269   -76.2185     0.0095     0.0095  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.4078     0.3728    -0.7806     0.0000    -0.6939    -0.6939    24.5000    87.6341    87.4565     0.1777
2015 06 09 13 44 02 16595.572245    26.7431    80.9861   -76.5770   -76.2979   -76.6269   -76.2185     0.0085     0.0102   -59.6384   -59.6441    -0.0245     0.0153     0.3359     0.4349     0.3052     0.4657    -0.3643     0.3361    -0.7005     0.7708     0.0769    -0.6939    24.5000    87.6337    87.4453     0.1884
2015 06 09 13 51 25 16595.577373    28.1689    82.0254   -76.5770   -76.2979   -76.6269   -76.2185     0.0087     0.0098   -59.6495   -59.6534    -0.0302     0.0125     0.3310     0.4267     0.2971     0.4606    -0.3662     0.3377    -0.7039     0.7577     0.0638    -0.6939    25.2000    87.6292    87.4377     0.1915
2015 06 09 13 58 53 16595.582558    29.6146    83.0840   -76.5770   -76.2979   -76.6269   -76.2185     0.0088     0.0097   -59.6530   -59.6703    -0.0288     0.0111     0.3298     0.4328     0.2979     0.4647    -0.3818     0.3510    -0.7328     0.7626     0.0602    -0.7024    25.7000    87.6341    87.4440     0.1902
2015 06 09 14 03 00 16595.585417    30.4132    83.6716   -76.5770   -76.2979   -76.6269   -76.2185     0.0088     0.0097  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7024    -0.7024    25.7000    87.6295    87.4303     0.1992
2015 06 09 14 07 04 16595.588241    31.2030    84.2551   -76.5770   -76.2979   -76.6269   -76.2185     0.0097     0.0098   -59.6126   -59.6520    -0.0291     0.0113     0.3356     0.4322     0.3037     0.4640    -0.4006     0.3668    -0.7674     0.7678     0.0654    -0.7024    25.7000    87.6291    87.4358     0.1933
2015 06 09 14 14 28 16595.593380    32.6424    85.3258   -76.5770   -76.2979   -76.6269   -76.2185     0.0088     0.0103   -59.7026   -59.6936    -0.0300     0.0049     0.3371     0.4156     0.2887     0.4640 -9999.0000 -9999.0000 -9999.0000     0.7527     0.0504    -0.7024    26.0000    87.6327    87.4415     0.1912
2015 06 09 14 21 55 16595.598553    34.0938    86.4171   -76.5770   -76.2979   -76.6269   -76.2185     0.0094     0.0100   -59.6881   -59.6864    -0.0308     0.0072     0.3366     0.4231     0.2965     0.4633 -9999.0000 -9999.0000 -9999.0000     0.7598     0.0659    -0.6938    26.7000    87.6270    87.4336     0.1934
2015 06 09 14 26 03 16595.601424    34.8999    87.0291   -76.5770   -76.2979   -76.6269   -76.2185     0.0094     0.0100  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.6938    -0.6938    27.3000    87.6203    87.4303     0.1900
2015 06 09 14 30 08 16595.604259    35.6967    87.6387   -76.5770   -76.2979   -76.6269   -76.2185     0.0089     0.0100   -59.6728   -59.6899    -0.0320     0.0072     0.3483     0.4258     0.3019     0.4722 -9999.0000 -9999.0000 -9999.0000     0.7741     0.0803    -0.6938    27.3000    87.6320    87.4385     0.1936
2015 06 09 14 37 31 16595.609387    37.1383    88.7551   -76.5770   -76.2979   -76.6269   -76.2185     0.0093     0.0093   -59.6986   -59.6836    -0.0292     0.0027     0.3281     0.4243     0.2930     0.4594 -9999.0000 -9999.0000 -9999.0000     0.7524     0.0585    -0.6938    27.3000    87.6272    87.4316     0.1956
2015 06 09 14 44 59 16595.614572    38.5969    89.9047   -76.5770   -76.2979   -76.6269   -76.2185     0.0093     0.0090   -59.7628   -59.7265    -0.0347    -0.0004     0.3333     0.4165     0.2865     0.4633    -0.3617     0.3339    -0.6957     0.7499     0.0533    -0.6966    27.4000    87.6309    87.4358     0.1951
2015 06 09 14 49 08 16595.617454    39.4077    90.5536   -76.5770   -76.2979   -76.6269   -76.2185     0.0093     0.0090  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.6966    -0.6966    28.1000    87.6503    87.4603     0.1900
2015 06 09 14 53 13 16595.620289    40.2054    91.1997   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0104   -59.6893   -59.7316    -0.0346    -0.0042     0.3313     0.4161     0.2862     0.4612 -9999.0000 -9999.0000 -9999.0000     0.7474     0.0509    -0.6966    28.1000    87.6276    87.4314     0.1963
2015 06 09 15 00 36 16595.625417    41.6473    92.3886   -76.5770   -76.2979   -76.6269   -76.2185     0.0086     0.0081   -59.7134   -59.7175    -0.0343    -0.0032     0.3208     0.4152     0.2853     0.4508 -9999.0000 -9999.0000 -9999.0000     0.7361     0.0395    -0.6966    28.4000    87.6292    87.4334     0.1957
2015 06 09 15 08 04 16595.630602    43.1042    93.6212   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0094   -59.7220   -59.7378    -0.0348    -0.0040     0.3210     0.4170     0.2767     0.4614 -9999.0000 -9999.0000 -9999.0000     0.7380     0.0481    -0.6900    28.4000    87.6291    87.4338     0.1954
2015 06 09 15 12 13 16595.633484    43.9131    94.3208   -76.5770   -76.2979   -76.6269   -76.2185     0.0084     0.0094  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.6900    -0.6900    28.8000    87.6003    87.4103     0.1900
2015 06 09 15 16 19 16595.636331    44.7116    95.0229   -76.5770   -76.2979   -76.6269   -76.2185     0.0086     0.0101   -59.7355   -59.7278    -0.0357    -0.0047     0.3343     0.4135     0.2927     0.4551 -9999.0000 -9999.0000 -9999.0000     0.7478     0.0579    -0.6900    28.8000    87.6291    87.4315     0.1975
2015 06 09 15 23 42 16595.641458    46.1473    96.3174   -76.5770   -76.2979   -76.6269   -76.2185     0.0083     0.0107   -59.7128   -59.7112    -0.0350    -0.0044     0.3294     0.4163     0.2845     0.4612 -9999.0000 -9999.0000 -9999.0000     0.7458     0.0558    -0.6900    29.3000    87.6303    87.4334     0.1969
2015 06 09 15 31 09 16595.646632    47.5922    97.6668   -76.5770   -76.2979   -76.6269   -76.2185     0.0082     0.0099   -59.7628   -59.7484    -0.0350    -0.0095     0.3179     0.4189     0.2804     0.4564    -0.3507     0.3245    -0.6751     0.7368     0.0338    -0.7030    29.7000    87.6270    87.4256     0.2014
2015 06 09 15 35 19 16595.649525    48.3984    98.4423   -76.5770   -76.2979   -76.6269   -76.2185     0.0082     0.0099  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.7030    -0.7030    29.7000    87.6303    87.4303     0.2000
2015 06 09 15 39 25 16595.652373    49.1901    99.2212   -76.5770   -76.2979   -76.6269   -76.2185     0.0098     0.0087   -59.7164   -59.7236    -0.0368    -0.0143     0.3201     0.4076     0.2763     0.4513    -0.3682     0.3394    -0.7076     0.7277     0.0247    -0.7030    30.2000    87.6290    87.4292     0.1998
2015 06 09 15 46 49 16595.657512    50.6145   100.6701   -76.5770   -76.2979   -76.6269   -76.2185     0.0096     0.0095   -59.7262   -59.7074    -0.0367    -0.0118     0.3279     0.4108     0.2821     0.4566    -0.3474     0.3217    -0.6691     0.7387     0.0357    -0.7030    30.2000    87.6253    87.4231     0.2022
2015 06 09 15 54 16 16595.662685    52.0415   102.1907   -76.5770   -76.2979   -76.6269   -76.2185     0.0092     0.0095   -59.7087   -59.7062    -0.0353    -0.0115     0.3142     0.4094     0.2805     0.4431    -0.3461     0.3205    -0.6666     0.7236     0.0254    -0.6983    30.6000    87.6299    87.4268     0.2031
2015 06 09 15 58 27 16595.665590    52.8393   103.0746   -76.5770   -76.2979   -76.6269   -76.2185     0.0092     0.0095  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.6983    -0.6983    31.0000    87.6503    87.4403     0.2100
2015 06 09 16 02 33 16595.668438    53.6184   103.9637   -76.5770   -76.2979   -76.6269   -76.2185     0.0095     0.0102   -59.6941   -59.7240    -0.0330    -0.0112     0.3248     0.3949     0.2752     0.4445    -0.3285     0.3054    -0.6339     0.7197     0.0214    -0.6983    31.0000    87.6243    87.4205     0.2039
2015 06 09 16 09 57 16595.673576    55.0166   105.6303   -76.5770   -76.2979   -76.6269   -76.2185     0.0096     0.0098   -59.6903   -59.6988    -0.0389    -0.0046     0.3280     0.3986     0.2770     0.4496    -0.3392     0.3146    -0.6539     0.7266     0.0284    -0.6983    31.2000    87.6287    87.4220     0.2067
2015 06 09 16 17 24 16595.678750    56.4126   107.3973   -76.5770   -76.2979   -76.6269   -76.2185     0.0088     0.0096   -59.6474   -59.6930    -0.0297    -0.0047     0.3147     0.4119     0.2741     0.4525    -0.3467     0.3211    -0.6678     0.7266     0.0275    -0.6992    31.2000    87.6288    87.4232     0.2056
2015 06 09 16 21 35 16595.681655    57.1905   108.4330   -76.5770   -76.2979   -76.6269   -76.2185     0.0088     0.0096  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000    -0.3816     0.3507    -0.7323     0.0000    -0.6992    -0.6992    31.2000    87.6003    87.4003     0.2000
2015 06 09 16 25 42 16595.684514    57.9515   109.4854   -76.5770   -76.2979   -76.6269   -76.2185     0.0092     0.0085   -59.7149   -59.6969    -0.0339    -0.0083     0.3160     0.3992     0.2713     0.4438    -0.3584     0.3311    -0.6895     0.7152     0.0160    -0.6992    31.2000    87.6327    87.4250     0.2077
2015 06 09 16 29 57 16595.687465    58.7318   110.6088   -76.5770   -76.2979   -76.6269   -76.2185     0.0092     0.0085   -81.0418   -48.1470     0.1761    -1.7400     1.7271     1.5834     1.3115     1.9990 -9999.0000 -9999.0000 -9999.0000     3.3105     2.6113    -0.6992    31.8000    87.6485    87.4434     0.2051
2015 06 09 16 30 32 16595.687870    58.8384   110.7661   -76.5770   -76.2979   -76.6269   -76.2185     0.0092     0.0085  -120.0000  -120.0000     0.0000     0.0000     0.0000     0.0000     0.0000     0.0000 -9999.0000 -9999.0000 -9999.0000     0.0000    -0.6992    -0.6992    31.8000    87.6203    87.4303     0.1900
2015 06 12 14 19 26 16598.596829    33.6073    85.7414   -76.5770   -76.2979   -76.6269   -76.2185     0.0177     0.0171   -59.5283   -59.5472    -0.0109     0.0180     0.3232     0.4466     0.2877     0.4821 -9999.0000 -9999.0000 -9999.0000     0.7698 -9999.0000 -9999.0000    15.8000 -9999.0000 -9999.0000 -9999.0000
2015 06 12 14 26 52 16598.601991    35.0562    86.8349   -76.5770   -76.2979   -76.6269   -76.2185     0.0172     0.0177   -59.5685   -59.5692    -0.0129     0.0193     0.3276     0.4515     0.2911     0.4880 -9999.0000 -9999.0000 -9999.0000     0.7791 -9999.0000 -9999.0000    15.8000 -9999.0000 -9999.0000 -9999.0000
2015 06 12 14 31 04 16598.604907    35.8756    87.4600   -76.5770   -76.2979   -76.6269   -76.2185     0.0172     0.0177   -83.0231   -77.7644     0.3063    -1.7403     0.5055     0.4632     0.3594     0.6093 -9999.0000 -9999.0000 -9999.0000     0.9688 -9999.0000 -9999.0000    15.9000 -9999.0000 -9999.0000 -9999.0000
